region	zone	woreda	kebele	village_id	_parent_index	crop	landscape	gender	age	education_years	yrsexp	extension_received	totalHH	hhsize_adultequiv	median_dist_fert	plot_owned	plotareaha	plotareaha2	use_infert	use_orgfert	hired_labour	use_impseed	use_rowplant	use_pesticide	plt_herbicideUse	plt_draftanimals	plt_intercrop	plt_croprotation	N_rate	P_rate	N_rate2	N_P	N_footslope	N_midslope	N_hillslope	ctot	ntot	oc	p	k	ph	sand	silt	clay	rain_sum	rain_cv	lnrain	price_dap	price_nps	price_npsb	price_npsZnb	price_urea	N_price_market	teff_price_market	wheat_price_market	Teff_N_ratio	Wheat_N_ratio	yield
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	784	"Teff"	"Footslope"	0.0	55	0	39	1	3	2.0	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	130.0	34.0	16900.0	4420.0	130.0	0.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			48.0		48.0	114.67	53.46	46.65	0.47		1200.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	737	"Wheat"	"Footslope"	1.0	70	0	56	1	3	2.0	30.0	1.0	0.25	0.0625	1.0	1.0	0.0	1.0	1.0	0.0	1	0	0	1	168.0	68.0	28224.0	11424.0	168.0	0.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			16.0		32.0	114.67	53.46	46.65		0.41	2000.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	793	"Teff"	"Midslope"	1.0	38	0	20	0	5	2.8	30.0	0.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	1.0	1	1	0	0	122.0	68.0	14884.0	8296.0	0.0	122.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			36.0		40.0	114.67	53.46	46.65	0.47		600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	761	"Teff"	"Midslope"	1.0	68	3	52	1	4	2.5	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	111.0	17.0	12321.0	1887.0	0.0	111.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			32.0		32.0	114.67	53.46	46.65	0.47		1200.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	750	"Teff"	"Footslope"	1.0	49	0	21	1	8	3.9	30.0	0.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	1.0	0	1	0	1	74.8	34.0	5595.0405	2543.2002	74.8	0.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			45.0		24.95	114.67	53.46	46.65	0.47		1400.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	671	"Wheat"	"Footslope"	1.0	42	1	30	1	6	3.3	30.0	0.0	0.25	0.0625	1.0	0.0	0.0	1.0	1.0	0.0	0	1	0	1	63.6	40.0	4044.9597	2544.0	63.6	0.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876	39.0				50.0	114.67	53.46	46.65		0.41	2800.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	737	"Teff"	"Midslope"	1.0	70	0	56	1	3	2.0	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	84.0	34.0	7056.0	2856.0	0.0	84.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			32.0		32.0	114.67	53.46	46.65	0.47		1200.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	677	"Wheat"	"Midslope"	1.0	37	0	20	1	6	3.1	30.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	1.0	1.0	0	1	0	1	61.92	34.0	3834.0862	2105.28	0.0	61.92	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			40.0		40.0	114.67	53.46	46.65		0.41	2000.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	744	"Teff"	"Midslope"	1.0	55	16	45	1	4	2.5	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0	37.4	17.0	1398.7601	635.80005	0.0	37.4	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			38.4		50.0	114.67	53.46	46.65	0.47		800.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	781	"Teff"	"Footslope"	0.0	30	0	18	1	6	3.1	30.0	0.0	0.25	0.0625	1.0	0.0	1.0	1.0	0.0	1.0	1	1	0	1	81.2	80.0	6593.4395	6496.0	81.2	0.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876	50.0				37.68	114.67	53.46	46.65	0.47		1600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	761	"Teff"	"Midslope"	1.0	68	3	52	1	4	2.5	30.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	42.0	17.0	1764.0	714.0	0.0	42.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			32.0		32.0	114.67	53.46	46.65	0.47		1600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	737	"Teff"	"Midslope"	1.0	70	0	56	1	3	2.0	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	0	0	1	122.0	68.0	14884.0	8296.0	0.0	122.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			16.0		32.0	114.67	53.46	46.65	0.47		2000.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	783	"Wheat"	"Midslope"	1.0	30	0	10	1	5	2.6	30.0	0.0	0.5	0.25	1.0	0.0	0.0	1.0	1.0	1.0	1	1	0	1	100.0	60.0	10000.0	6000.0	0.0	100.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876	50.0				40.0	114.67	53.46	46.65		0.41	2800.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	750	"Wheat"	"Midslope"	1.0	49	0	21	1	8	3.9	30.0	0.0	0.5	0.25	1.0	0.0	0.0	1.0	1.0	0.0	0	1	0	0	84.0	34.0	7056.0	2856.0	0.0	84.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			45.0		45.0	114.67	53.46	46.65		0.41	3600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	750	"Wheat"	"Midslope"	1.0	49	0	21	1	8	3.9	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	1.0	1.0	0.0	0	1	0	1	168.0	68.0	28224.0	11424.0	0.0	168.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			45.0		45.0	114.67	53.46	46.65		0.41	2600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	793	"Teff"	"Midslope"	1.0	38	0	20	0	5	2.8	30.0	1.0	0.25	0.0625	1.0	0.0	1.0	0.0	0.0	1.0	1	1	0	1	84.0	34.0	7056.0	2856.0	0.0	84.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			36.0		40.0	114.67	53.46	46.65	0.47		600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	745	"Teff"	"Midslope"	1.0	44	0	30	1	7	3.2	30.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	93.5	42.5	8742.25	3973.75	0.0	93.5	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			1600.52		24.95	114.67	53.46	46.65	0.47		2000.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	760	"Teff"	"Midslope"	1.0	42	0	28	1	6	2.9	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	130.0	34.0	16900.0	4420.0	0.0	130.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			30.0		30.0	114.67	53.46	46.65	0.47		1600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	677	"Teff"	"Midslope"	1.0	37	0	20	1	6	3.1	30.0	0.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	65.0	17.0	4225.0	1105.0	0.0	65.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			40.0		40.0	114.67	53.46	46.65	0.47		800.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	671	"Teff"	"Footslope"	1.0	42	1	30	1	6	3.3	30.0	0.0	0.75	0.5625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	12.0	13.333333	144.0	160.0	12.0	0.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876	39.0					114.67	53.46	46.65	0.47		1600.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	760	"Wheat"	"Midslope"	1.0	42	0	28	1	6	2.9	30.0	1.0	0.125	0.015625	1.0	1.0	0.0	0.0	1.0	0.0	0	0	0	1	168.0	68.0	28224.0	11424.0	0.0	168.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			30.0		30.0	114.67	53.46	46.65		0.41	3200.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	18	685	"Wheat"	"Midslope"	1.0	65	0	51	1	6	3.3	30.0	1.0	0.375	0.140625	1.0	0.0	1.0	0.0	1.0	0.0	1	0	0	1	112.0	45.333332	12544.0	5077.333	0.0	112.0	0.0	26.9	21956	19.3	12.6	235	5.72	33.5	25.83	39.0	995.13257	1.8866812	6.902876			40.0		38.0	114.67	53.46	46.65		0.41	20.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	223	"Teff"	"Midslope"	1.0	60	4	35	1	10	4.7	30.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	0.0	65.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			36.4		36.4	122.76	54.66	47.98	0.45		1000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	153	"Teff"	"Footslope"	1.0	30	9	15	1	10	4.5	30.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	37.25	12.75	1387.5625	474.9375	37.25	0.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			35.333332		40.0	122.76	54.66	47.98	0.45		650.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	216	"Wheat"	"Footslope"	1.0	55	6	35	0	10	4.9	30.0	1.0	0.25	0.0625	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	1	104.0	27.2	10816.0	2828.8	104.0	0.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			41.25		40.0	122.76	54.66	47.98		0.39	24.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	232	"Teff"	"Hillslope"	1.0	50	0	20	1	9	4.6	30.0	1.0	1.125	1.265625	1.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	28.88889	7.5555553	834.56793	218.2716	0.0	0.0	28.88889	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			40.0		40.0	122.76	54.66	47.98	0.45		20.444445
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	232	"Wheat"	"Midslope"	1.0	50	0	20	1	9	4.6	30.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1.95	0.51	3.8025002	0.9945	0.0	1.95	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			4000.0		75.0	122.76	54.66	47.98		0.39	50.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	223	"Wheat"	"Midslope"	1.0	60	4	35	1	10	4.7	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	1	130.0	34.0	16900.0	4420.0	0.0	130.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			36.4		36.4	122.76	54.66	47.98		0.39	2000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	153	"Wheat"	"Footslope"	1.0	30	9	15	1	10	4.5	30.0	1.0	0.25	0.0625	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	111.6	34.0	12454.56	3794.4	111.6	0.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			38.0		42.5	122.76	54.66	47.98		0.39	1600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	216	"Teff"	"Footslope"	1.0	55	6	35	0	10	4.9	30.0	1.0	0.5	0.25	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	97.5	25.5	9506.25	2486.25	97.5	0.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			36.666668		34.666668	122.76	54.66	47.98	0.45		800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	232	"Wheat"	"Midslope"	1.0	50	0	20	1	9	4.6	30.0	1.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363						122.76	54.66	47.98		0.39	10.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	163	"Wheat"	"Footslope"	1.0	40	12	20	1	5	2.8	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	260.0	68.0	67600.0	17680.0	260.0	0.0	0.0	20.9	49119	19.3	8.6	229	5.8	37.1	27.66	34.6	635.0031	2.3936768	6.45363			36.8		75.0	122.76	54.66	47.98		0.39	2000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	161	"Wheat"	"Midslope"	1.0	43	10	23	1	11	5.2	30.0	1.0	0.25	0.0625	1.0	0.0	0.0	1.0	0.0	1.0	1	0	0	1	130.0	34.0	16900.0	4420.0	0.0	130.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			37.2		37.2	122.76	54.66	47.98		0.39	2000.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	153	"Sorghum"	"Footslope"	1.0	30	9	15	1	10	4.5	30.0	1.0	0.15	0.0225	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	142.66666	45.333336	20353.775	6467.5557	142.66666	0.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			33.75		28.333334	122.76	54.66	47.98			1333.3334
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	161	"Teff"	"Midslope"	1.0	43	10	23	1	11	5.2	30.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	74.5	25.5	5550.25	1899.75	0.0	74.5	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			37.2		37.2	122.76	54.66	47.98	0.45		600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	234	"Wheat"	"Midslope"	1.0	30	10	8	1	7	3.0	30.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	1.0	0.0	1	0	0	0	168.0	68.0	28224.0	11424.0	0.0	168.0	0.0	21.1	52184	19.0	9.5	242	5.76	37.3	27.4	34.8	635.0031	2.3936768	6.45363			40.0		24.95	122.76	54.66	47.98		0.39	28.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Lemo"	"Anabelesa"	19	163	"Teff"	"Footslope"	1.0	40	12	20	1	5	2.8	30.0	1.0	0.75	0.5625	1.0	0.0	0.0	0.0	0.0	0.0	1	0	0	0	71.333336	22.666666	5088.445	1616.8889	71.333336	0.0	0.0	20.9	49119	19.3	8.6	229	5.8	37.1	27.66	34.6	635.0031	2.3936768	6.45363			36.8		36.2	122.76	54.66	47.98	0.45		800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	335	"Teff"	"Footslope"	0.0	60	0	15	1	8	4.1	50.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	51.5	25.5	2652.25	1313.25	51.5	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			36.666668		36.0	122.76	54.66	47.98	0.45		60.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	540	"Wheat"	"Midslope"	1.0	32	5	20	1	9	4.0	50.0	1.0	0.25	0.0625	1.0	0.0	0.0	1.0	1.0	0.0	1	1	0	0	65.0	17.0	4225.0	1105.0	0.0	65.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			200.0		50.0	122.76	54.66	47.98		0.39	1200.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	435	"Teff"	"Footslope"	1.0	36	3	10	1	6	2.9	50.0	1.0	0.5	0.25	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	42.0	17.0	1764.0	714.0	42.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			19.0		24.95	122.76	54.66	47.98	0.45		10.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	529	"Wheat"	"Midslope"	1.0	50	8	31	1	6	3.1	50.0	0.0	0.75	0.5625	1.0	0.0	1.0	0.0	0.0	0.0	1	0	0	1	28.0	11.333333	784.0	317.3333	0.0	28.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			40.0		40.0	122.76	54.66	47.98		0.39	666.6667
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	529	"Teff"	"Midslope"	1.0	50	8	31	1	6	3.1	50.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	32.5	8.5	1056.25	276.25	0.0	32.5	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			40.0		40.0	122.76	54.66	47.98	0.45		500.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	461	"Wheat"	"Midslope"	1.0	30	15	5	1	7	3.2	50.0	0.0	0.5	0.25	1.0	0.0	1.0	1.0	0.0	1.0	1	1	0	1	84.0	34.0	7056.0	2856.0	0.0	84.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			35.0		39.0	122.76	54.66	47.98		0.39	800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	415	"Teff"	"Footslope"	0.0	45	0	15	1	5	2.6	50.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			36.8		36.4	122.76	54.66	47.98	0.45		800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	539	"Sorghum"	"Midslope"	1.0	38	5	7	1	10	5.3	50.0	1.0	0.25	0.0625	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	32.5	8.5	1056.25	276.25	0.0	32.5	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			76.0		75.0	122.76	54.66	47.98			800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	540	"Teff"	"Midslope"	1.0	32	5	20	1	9	4.0	50.0	1.0	0.375	0.140625	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	49.413334	16.773333	2441.6775	828.8263	0.0	49.413334	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			102.702705		75.0	122.76	54.66	47.98	0.45		666.6667
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	461	"Teff"	"Footslope"	1.0	30	15	5	1	7	3.2	50.0	1.0	1.5	2.25	1.0	0.0	1.0	0.0	0.0	1.0	1	1	0	0	28.0	11.333333	784.0	317.3333	28.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			35.0		39.0	122.76	54.66	47.98	0.45		66.666664
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	335	"Sorghum"	"Footslope"	0.0	60	0	15	1	8	4.1	50.0	1.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	1	0	0	19.0	17.0	361.0	323.0	19.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			38.0			122.76	54.66	47.98			1200.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	539	"Teff"	"Midslope"	1.0	38	5	7	1	10	5.3	50.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	74.5	25.5	5550.25	1899.75	0.0	74.5	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			38.0		50.0	122.76	54.66	47.98	0.45		600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	333	"Teff"	"Footslope"	1.0	48	11	25	1	8	4.1	50.0	1.0	0.125	0.015625	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	38.0	34.0	1444.0	1292.0	38.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			36.8			122.76	54.66	47.98	0.45		1600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	539	"Teff"	"Midslope"	1.0	38	5	7	1	10	5.3	50.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1	1	0	0	32.5	8.5	1056.25	276.25	0.0	32.5	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			50.0		50.0	122.76	54.66	47.98	0.45		800.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	540	"Sorghum"	"Midslope"	1.0	32	5	20	1	9	4.0	50.0	1.0	0.125	0.015625	1.0	0.0	0.0	1.0	1.0	0.0	0	1	0	0	10.4	2.72	108.15999	28.288	0.0	10.4	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			125.0		75.0	122.76	54.66	47.98			4.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	439	"Wheat"	"Footslope"	1.0	38	6	16	1	5	2.4	50.0	1.0	0.5	0.25	1.0	0.0	1.0	1.0	0.0	1.0	1	1	0	0	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			39.0		39.0	122.76	54.66	47.98		0.39	1400.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	415	"Wheat"	"Footslope"	0.0	45	0	15	1	5	2.6	50.0	1.0	0.5	0.25	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			36.6		36.4	122.76	54.66	47.98		0.39	1600.0
"Southern_Nations,_Nationalities_and_Peoples"	"Hadiya"	"Anlemo"	"Dulancho"	20	439	"Teff"	"Footslope"	1.0	38	6	16	1	5	2.4	50.0	1.0	0.5	0.25	1.0	0.0	0.0	0.0	0.0	0.0	1	1	0	1	65.0	17.0	4225.0	1105.0	65.0	0.0	0.0	19.9	15240	15.1	14.3	309	6.37	37.6	26.57	37.7	708.6113	2.2155623	6.5633073			39.0		39.0	122.76	54.66	47.98	0.45		500.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	21	785	"Wheat"	"Midslope"	1.0	65	0	50	1	5	2.6	30.0	1.0	0.625	0.390625	1.0	0.0	1.0	1.0	1.0	0.0	1	0	0	1	88.8	13.6	7885.4404	1207.68	0.0	88.8	0.0	28.0	27950	18.7	13.5	237	5.71	33.7	27.4	38.3	995.13257	1.8866812	6.902876			40.0		40.0	114.67	53.46	46.65		0.41	12.8
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	21	747	"Teff"	"Midslope"	1.0	37	5	23	1	4	2.1	30.0	0.0	0.25	0.0625	1.0	0.0	1.0	0.0	0.0	0.0	1	1	0	0	122.0	68.0	14884.0	8296.0	0.0	122.0	0.0	28.5	28672	20.6	11.5	234	5.61	31.5	24.94	39.0	1011.12213	1.8125912	6.918816			19.96		37.2	114.67	53.46	46.65	0.47		2400.0
"Amhara"	"East_Gojjam"	"Gozamin"	"Addisnagulit"	21	787	"Teff"	"Footslope"	1.0	34	10	20	1	4	2.1	30.0	0.0	0.25	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	19.0	17.0	361.0	323.0	19.0	0.0	0.0	28.0	27950	18.7	13.5	237	5.71	33.7	27.4	38.3	995.13257	1.8866812	6.902876			40.0			114.67	53.46	46.65	0.47		16.0
